name,country,region,winery,rating,no_ratings,price,year,type
Adrianna Vineyard White Stones Chardonnay 2012,Argentina,Mendoza,Catena Zapata,4.2,95,79.68,2012,white
Prail Sauvignon 2015,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.8,95,13.6,2015,white
Afix Riesling 2015,Italy,delle Venezie,Jermann,3.7,95,18.38,2015,white
Gris 2008,Italy,Friuli Isonzo,Lis Neris,4.1,95,44.28,2008,white
Water Bend Chardonnay 2014,United States,Sonoma County,Geyser Peak,4.0,95,21.0,2014,white
La Griffe Bernard Chreau Muscadet Svre et Maine Sur Lie 2018,France,Muscadet-Sevre et Maine,Chreau-Carr,3.7,95,7.52,2018,white
Haven Chardonnay 2016,South Africa,Coastal Region,Glen Carlou,3.6,96,8.9,2016,white
Prestige Lugana 2019,Italy,Lugana,C Maiol,3.8,96,10.6,2019,white
Meursault 1er Cru 'Blagny' Blanc 2016,France,Meursault 1er Cru 'Blagny',Faiveley,4.4,96,63.9,2016,white
M Capriva Del Friuli 2016,Italy,Friuli-Venezia Giulia,Schiopetto,4.2,96,75.9,2016,white
Verdejo Castilla y Len 2018,Spain,Castilla y Len,Radio Boca,3.5,96,5.75,2018,white
RS Weissburgunder 2016,Germany,Baden,Salwey,3.8,96,17.16,2016,white
Castell De Raimat Chardonnay 2019,Spain,Costers del Segre,Raimat,3.7,96,8.32,2019,white
Pinot Grigio 2018,Italy,delle Venezie,Danzante,3.6,96,9.16,2018,white
Silvaner Trocken 2017,Germany,Rheinhessen,Wittmann,3.7,96,7.75,2017,white
La Segreta Il Bianco 2019,Italy,Sicilia,Planeta,3.5,96,7.66,2019,white
Pinot Bianco 2017,Italy,Sdtirol - Alto Adige,Alois Lageder,3.4,96,14.89,2017,white
Grner Veltliner 2018,Austria,Carnuntum,Markowitsch,3.4,96,9.39,2018,white
Reserva Sauvignon Blanc (Classic) 2019,Chile,Curico Valley,Montes,3.8,96,6.34,2019,white
Reserve Bin A Chardonnay 2018,Australia,Adelaide Hills,Penfolds,3.9,97,99.0,2018,white
The Field Blend 2018,South Africa,Coastal Region,Stark-Cond,4.0,97,16.99,2018,white
Trittenheimer Apotheke Riesling Kabinett 2016,Germany,Mosel,Ansgar Clsserath,3.7,97,11.65,2016,white
Zieregg Sauvignon Blanc 2017,Austria,Sdsteiermark,Tement,4.1,97,48.06,2017,white
Alb de Petro Vaselo 2018,Romania,Recas,Petro Vaselo,3.7,97,9.5,2018,white
Louro Godello 2019,Spain,Valdeorras,Rafael Palacios,4.2,97,19.9,2019,white
Merus Sauvignon Blanc 2017,Italy,Trentino,Tiefenbrunner,3.8,97,11.2,2017,white
Bin 311 Chardonnay 2018,Australia,Tumbarumba,Penfolds,3.8,97,42.45,2018,white
Lighea 2019,Italy,Terre Siciliane,Donnafugata,3.9,97,11.9,2019,white
Gewrztraminer 2018,Italy,Sdtirol - Alto Adige,Ritterhof,3.7,97,14.54,2018,white
Angimb (Tenuta Ficuzza) 2019,Italy,Terre Siciliane,Cusumano,3.8,97,8.25,2019,white
Viviri Grillo 2018,Italy,Sicilia,Tenuta Rapital,3.7,97,7.9,2018,white
Arneis Roero 2018,Italy,Roero,Marchesi di Barolo,3.8,97,11.99,2018,white
Akkurat Weiss 2018,Switzerland,Zrich,Staatskellerei Zrich,4.1,97,14.52,2018,white
Don Miguel Vineyard Acero Unoaked Chardonnay 2017,United States,Russian River Valley,Marimar Estate,4.2,97,38.99,2017,white
Fannia Falanghina del Molise 2018,Italy,Molise,Campi Valerio,3.9,98,10.72,2018,white
Burgenland Weiss 2018,Austria,Burgenland,Meinklang,3.8,98,7.9,2018,white
Riesling 2014,Luxembourg,Luxembourg,Chteau de Schengen,3.8,98,20.65,2014,white
Alentejano Reserva Branco 2018,Portugal,Alentejano,Herdade dos Grous,4.0,98,19.8,2018,white
Unoaked Viognier 2018,United States,Lodi,Gnarly Head,3.3,98,12.11,2018,white
Greco - Fiano Basilicata Pipoli 2019,Italy,Basilicata,Vigneti del Vulture,3.9,98,5.54,2019,white
Chardonnay (Unoaked) (Our Town Hall) 2018,South Africa,Franschhoek,Franschhoek Cellar,3.5,98,6.95,2018,white
15 Pinot Grigio 2017,Italy,Sdtirol - Alto Adige,Castelfeder,3.6,98,10.8,2017,white
Sauvignon Blanc 2019,Germany,Pfalz,Oliver Zeter,4.0,98,11.16,2019,white
Maa 2016,Italy,Sardegna,Siddura,3.9,98,22.37,2016,white
GG Henkenberg Grauburgunder 2015,Germany,Baden,Salwey,3.8,98,31.16,2015,white
Rotlack Riesling Kabinett Feinherb 2018,Germany,Rheingau,Schloss Johannisberg,4.3,99,22.36,2018,white
Weissburgunder Trocken 2018,Germany,Pfalz,Heinrich Vollmer,3.4,99,5.33,2018,white
The Boy Riesling 2018,Australia,Eden Valley,Two Hands,3.6,99,19.95,2018,white
Pouilly-Fuiss 2017,France,Pouilly-Fuiss,Chartron et Trbuchet,4.1,99,17.5,2017,white
Pierneef Collection Sauvignon Blanc 2019,South Africa,Franschhoek,La Motte Wine Estate,3.8,99,14.9,2019,white
Aigle les Murailles Blanc 2019,Switzerland,Aigle,Henri Badoux,3.8,99,23.17,2019,white
Sauvignon Blanc 2019,Spain,Rueda,Marqus de Riscal,3.9,99,8.79,2019,white
Via Edetana Blanca 2017,Spain,Terra Alta,Edetria,3.8,99,13.9,2017,white
Scharzhofberger Riesling Kabinett 2018,Germany,Wiltingen,Egon Mller - Scharzhof,4.4,99,72.0,2018,white
1300 Chardonnay 2019,Argentina,Uco Valley,Andeluna,3.4,99,7.99,2019,white
Chteau Lichten Petite Arvine 2016,Switzerland,Valais,Domaines Rouvinez,3.6,99,29.5,2016,white
Synera Blanco 2018,Spain,Catalunya,Ramn Roqueta,3.1,99,6.5,2018,white
Zieregg Sauvignon Blanc 2016,Austria,Sdsteiermark,Tement,4.0,99,48.43,2016,white
La Rocca Soave Classico 2018,Italy,Soave Classico,Pieropan,3.9,99,31.39,2018,white
Ruppertsberger Reiterpfad Riesling 2018,Germany,Pfalz,Von Winning,4.1,100,16.02,2018,white
T.N. 04 Bronner 2016,Italy,Trentino-Alto Adige,Thomas Niedermayr,3.8,100,20.5,2016,white
Winkel Riesling Kabinett 2018,Germany,Rheingau,Schloss Vollrads,3.9,100,12.29,2018,white
Albario (O Rosal) 2019,Spain,Ras Baixas,Santiago Ruiz,4.0,100,10.45,2019,white
Catarratto Sicilia Antisa Regaleali 2018,Italy,Terre Siciliane,Tasca d'Almerita,3.7,100,10.9,2018,white
Clos des Prouges Pouilly-Fuiss 2017,France,Pouilly-Fuiss,J.A. Ferret,4.3,100,43.65,2017,white
Koreaa 2019,Austria,Burgenland,Judith Beck,4.0,100,14.9,2019,white
Pazo Blanco 2018,Spain,Ribeiro,Via Costeira,3.3,101,4.99,2018,white
Mineral Riesling Trocken 2017,Germany,Nahe,Emrich-Schnleber,3.7,101,15.95,2017,white
Branco 2015,Portugal,Do,Julia Kemper,3.7,101,17.55,2015,white
Sauvignon Blanc 2017,Romania,d Minis,Balla Geza,3.7,101,8.2,2017,white
Vom Haus Riesling 2019,Germany,Mosel,Schmitges,3.7,101,8.72,2019,white
SL Riesling Trocken 2017,Germany,Mosel,Schloss Lieser,3.8,101,11.8,2017,white
Silvaner Trocken 2018,Germany,Franken,Juliusspital,3.6,101,10.59,2018,white
Sauvignon Blanc 2018,Israel,Galilee,Gamla,3.7,101,12.1,2018,white
Uccellanda Curtefranca 2012,Italy,Curtefranca,Bellavista,4.1,101,39.9,2012,white
Deep Blue 2017,Germany,Nahe,Martin Tesch,3.5,101,12.5,2017,white
Sancerre Les Baronnes Blanc 2019,France,Sancerre,Henri Bourgeois,4.0,101,18.95,2019,white
Dogheria Pinot Bianco Rubicone 2018,Italy,Rubicone,Poderi dal Nespoli,3.8,101,9.37,2018,white
Schiefergestein Bockenauer Riesling Trocken 2017,Germany,Nahe,Schfer-Frhlich,3.8,101,18.42,2017,white
Maximin Grnhuser Herrenberg Riesling 2017,Germany,Mosel,Maximin Grnhaus,4.0,101,29.9,2017,white
Do Rtulo Branco 2017,Portugal,Do,Niepoort,3.6,102,10.51,2017,white
Godello 2019,Spain,Valdeorras,Joaqun Rebolledo,3.8,102,10.75,2019,white
Catarratto 2017,Italy,Sicilia,Barone Montalto,3.3,102,5.1,2017,white
Sauvignon Blanc 2017,South Africa,Stellenbosch,Zevenwacht,3.4,102,11.92,2017,white
Stoan 2018,Italy,Sdtirol - Alto Adige,Tramin,4.0,102,20.27,2018,white
Douro Tiara Branco 2017,Portugal,Douro,Niepoort,4.2,102,26.88,2017,white
Twin Oaks Chardonnay 2018,United States,California,Robert Mondavi,3.4,102,7.69,2018,white
Cabi Sehr Nett Riesling 2016,Germany,Mosel,Fio,4.0,102,34.59,2016,white
Alte Reben Riesling Trocken 2017,Germany,Baden,Alexander Laible,4.1,102,17.2,2017,white
Sauvignon Blanc 2015,New Zealand,Marlborough,Mission Estate Winery,3.8,103,14.95,2015,white
Quarz Sauvignon 2018,Italy,Trentino-Alto Adige,Terlan (Terlano),4.4,103,69.95,2018,white
Clos du Four Mcon-Milly-Lamartine 2016,France,Mcon-Milly-Lamartine,Les Hritiers du Comte Lafon,4.0,103,28.9,2016,white
Les Princes Abbs Pinot Blanc Alsace 2017,France,Alsace,Domaines Schlumberger,3.5,103,11.92,2017,white
Cuve Les Caillottes Sancerre 2018,France,Sancerre,Jean-Max Roger,4.1,103,16.5,2018,white
Compleo Cuve Blanc 2018,Switzerland,Zrich,Staatskellerei Zrich,3.8,103,16.08,2018,white
Clos Sainte Hune Riesling Alsace 2013,France,Alsace,Trimbach,4.5,103,210.45,2013,white
Senftenberger Piri Grner Veltliner 2018,Austria,Kremstal,Nigl,3.9,103,15.99,2018,white
Chardonnay 2016,United States,Russian River Valley,Paul Hobbs,4.1,103,68.32,2016,white
Sauvignon Blanc 2018,France,Loire Valley,Domaine Gibault - Danielle de L'Ansee,3.5,103,7.7,2018,white
Peneds Blanc de Blancs Clos de Torribas 2018,Spain,Peneds,Pinord,3.7,104,4.75,2018,white
Saint-Aubin 2017,France,Saint-Aubin,Domaine Sylvain Langoureau,3.9,104,21.0,2017,white
Pinot Grigio 2019,South Africa,Coastal Region,Protea,3.3,104,8.95,2019,white
Franciscus Grner Veltliner 2018,Austria,Kremstal,Salomon Undhof,3.7,104,12.4,2018,white
Pinot Blanc Alsace Signature 2018,France,Alsace,Wolfberger,3.6,104,6.69,2018,white
rziger Wrzgarten Riesling Sptlese 2017,Germany,Mosel,Markus Molitor,4.2,104,19.5,2017,white
Ribolla Gialla Collio 2017,Italy,Collio,Gradis'Ciutta,3.9,104,12.9,2017,white
Just Riesling! 2016,Germany,Nahe,Gut Hermannsberg,3.7,104,9.5,2016,white
Dellchen Riesling GG 2016,Germany,Nahe,Dnnhoff,4.3,104,49.0,2016,white
Forst Riesling Trocken 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,104,16.09,2017,white
Am Berg 2019,Austria,Wagram,Bernhard Ott,3.9,104,10.9,2019,white
Gewrztraminer '1840' 2015,Italy,Sdtirol - Alto Adige,H. Lun,3.7,104,18.95,2015,white
Rve Pecorino Offida 2017,Italy,Offida,Velenosi,4.0,104,14.85,2017,white
Bourgogne Chardonnay (Vieilles Vignes) 2018,France,Bourgogne,Albert Bichot,3.9,105,13.8,2018,white
Estate Rdesheim Riesling 2018,Germany,Rdesheim,Georg Breuer,3.8,105,13.8,2018,white
Haardt Riesling 2017,Germany,Pfalz,Mller-Catoir,3.9,105,13.84,2017,white
Curioso Bianco 2018,Italy,Toscana,Ponte Lungo,3.7,105,8.72,2018,white
Grtling Grner Veltliner 2018,Austria,Kremstal,Nigl,3.8,105,9.95,2018,white
Terroir Littoral Sauvignon Blanc 2018,France,Pays d'Oc,Fortant,3.4,105,6.59,2018,white
Bourgogne Chardonnay (La Vigne) 2018,France,Bourgogne,Bouchard Pre & Fils,3.8,105,16.39,2018,white
Reserve Chardonnay 2017,South Africa,Walker Bay,Creation,4.1,105,33.0,2017,white
Kiedrich Turmberg Riesling Trocken 2018,Germany,Rheingau,Robert Weil,4.1,105,25.3,2018,white
Riesling Alsace 2018,France,Alsace,Trimbach,3.6,105,14.5,2018,white
Max Riesling Trocken 2017,Germany,Kanzem,Von Othegraven,3.2,105,15.69,2017,white
Leone d'Almerita (Tenuta Regaleali) 2019,Italy,Terre Siciliane,Tasca d'Almerita,4.0,106,9.65,2019,white
Elgin Sauvignon Blanc 2016,South Africa,Elgin,Boschendal,3.8,106,31.99,2016,white
Pouilly-Fum Indigene 2018,France,Pouilly-Fum,Pascal Jolivet,4.0,106,43.65,2018,white
Reserva Torronts 2018,Argentina,Salta,Terrazas de los Andes,3.7,106,18.95,2018,white
Kirchspiel Riesling GG 2014,Germany,Rheinhessen,Wittmann,4.2,106,42.8,2014,white
The King's Bastard Chardonnay 2016,New Zealand,Marlborough,The Kings Series,3.8,106,16.95,2016,white
Sofia Riesling 2016,United States,Monterey County,Francis Ford Coppola,3.4,106,23.46,2016,white
Venezia Giulia Pinot Grigio 2018,Italy,Venezia Giulia,Lis Neris,4.0,106,18.9,2018,white
Gewrztraminer Campaner 2018,Italy,Sdtirol - Alto Adige,Cantina Kaltern,3.9,106,14.72,2018,white
Tellus Chardonnay 2018,Italy,Umbria,Falesco,3.5,106,9.9,2018,white
Oroya Created For Sushi 2017,Spain,Castilla y Len,Oroya,3.6,106,7.66,2017,white
Clos de la Bergerie 2014,France,Savennires-Roche-aux-Moines,Nicolas Joly,4.0,106,47.9,2014,white
Aufwind Grauer Burgunder 2018,Germany,Pfalz,Hensel,3.9,106,12.48,2018,white
Capo Martino 2016,Italy,Venezia Giulia,Jermann,4.0,106,49.9,2016,white
Forster Ungeheuer Riesling 2015,Germany,Pfalz,Von Winning,4.2,106,37.95,2015,white
Viognier - Sauvignon 2019,France,Pays d'Oc,Paul Mas,3.9,106,5.79,2019,white
Sauvignon Blanc 2019,South Africa,Paarl,Backsberg,3.5,107,8.95,2019,white
Pessac-Lognan Blanc 2006,France,Pessac-Lognan,Chteau Haut-Bergey,3.8,107,18.5,2006,white
Lepus 2018,Italy,Sdtirol - Alto Adige,Franz Haas,3.8,107,16.4,2018,white
Sessantenario Malvasia 2014,Italy,Salento,Cantina Sampietrana,4.0,107,6.93,2014,white
Chardonnay 2017,United States,California,Crane Lake,3.3,107,7.9,2017,white
La Rocca Gavi 2018,Italy,Gavi,Coppo,3.7,107,12.99,2018,white
Grillo Sur Sur 2019,Italy,Terre Siciliane,Donnafugata,4.0,107,9.15,2019,white
La Comtesse de Pazo Barrantes Albario 2016,Spain,Ras Baixas,Pazo Barrantes,4.1,107,38.02,2016,white
Sauvignon Blanc 2019,South Africa,Constantia,Constantia Glen,3.7,108,12.9,2019,white
Val de Montferrand Grande Cuve Blanc 2016,France,Vin de Pays,Domaine de l'Hortus,3.9,108,17.95,2016,white
Uncaged Sauvignon Blanc 2017,United States,North Coast,Z.Alexander Brown,3.4,108,16.33,2017,white
Silberlack Riesling Trocken GG 2018,Germany,Rheingau,Schloss Johannisberg,4.4,108,40.73,2018,white
Essence du Cap Chardonnay 2018,South Africa,Western Cape,Fleur du Cap,3.6,108,8.75,2018,white
Regaleali Bianco Sicilia 2019,Italy,Terre Siciliane,Tasca d'Almerita,3.7,108,7.42,2019,white
Kalkmergel Riesling 2017,Germany,Pfalz,Rings,3.6,108,9.26,2017,white
Steingrble 2016,Germany,Baden,Ziereisen,3.8,108,13.95,2016,white
Grassnitzberg Sauvignon Blanc 2017,Austria,Sdsteiermark,Tement,3.8,108,27.0,2017,white
Verdejo 2019,Spain,Rueda,Palacio de Bornos,3.7,108,7.47,2019,white
Manar dos Seixa 2017,Spain,Ribeiro,Gallina de Piel,4.1,108,13.55,2017,white
Chardonnay 2018,South Africa,Stellenbosch,Mulderbosch,3.4,109,14.49,2018,white
Ciari Chardonnay 2018,Italy,Venezia,Borgo Molino,3.9,109,10.24,2018,white
Finado Pinot Bianco 2018,Italy,Sdtirol - Alto Adige,Andrian,3.9,109,10.9,2018,white
Leiten Gewrztraminer 2018,Italy,Sdtirol - Alto Adige,Nals Margreid,4.0,109,11.21,2018,white
Sauvignon Blanc 2018,South Africa,Walker Bay,Creation,3.9,109,12.81,2018,white
Bon Vallon Chardonnay 2018,South Africa,Robertson,De Wetshof,3.8,109,12.79,2018,white
Riesling Tradition 2018,France,Alsace,Emile Beyer,3.8,109,13.29,2018,white
Qvevri 2016,Georgia,Kakheti,Mukhrani,3.8,109,25.9,2016,white
As Sortes Val do Bibei Godello 2018,Spain,Valdeorras,Rafael Palacios,4.4,109,42.06,2018,white
Fa 12 Ayler Kupp Unterstenberg Riesling 2017,Germany,Mosel,Peter Lauer,4.3,109,21.94,2017,white
Grner Veltliner Smaragd Axpoint 2018,Austria,Wachau,Domne Wachau,4.1,109,21.89,2018,white
R de Rieussec 2017,France,Bordeaux,Chteau Rieussec,3.7,110,30.62,2017,white
Santa Digna Reserva Chardonnay 2019,Chile,Central Valley,Miguel Torres,3.6,110,7.45,2019,white
Felseneck Riesling GG 2016,Germany,Nahe,Schfer-Frhlich,4.3,110,53.5,2016,white
The Stump Jump Lightly Wooded Chardonnay 2018,Australia,McLaren Vale,d'Arenberg,3.4,110,8.75,2018,white
Puiten Pinot Grigio 2015,Italy,Sdtirol - Alto Adige,Colterenzio (Schreckbichl),3.8,110,12.62,2015,white
Blanc 2018,Spain,Pla de Bages,Abadal,3.6,110,7.3,2018,white
Steinterrassen 2015,Germany,Nahe,Gut Hermannsberg,4.2,110,21.9,2015,white
Meruge Branco 2015,Portugal,Douro,Lavradores de Feitoria,4.2,110,18.52,2015,white
Jonty's Ducks Pekin White 2017,South Africa,Paarl,Avondale,3.7,110,14.13,2017,white
Poip 2017,Croatia,Dalmatian Coast,Stina,4.1,110,22.0,2017,white
Quincy Haute Victoire 2018,France,Quincy,Henri Bourgeois,3.8,110,15.7,2018,white
Wehlener Klosterberg Riesling Sptlese 2015,Germany,Mosel,Markus Molitor,4.0,110,21.95,2015,white
Chablis Premier Cru 'Vau de Vey' 2018,France,Chablis 1er Cru 'Vau de Vey',Domaine des Malandes,4.0,110,27.78,2018,white
Pinot Gris Trocken 2017,Austria,Burgenland,Kracher,3.6,110,11.69,2017,white
Baron de L Pouilly-Fum 2016,France,Pouilly-Fum,de Ladoucette,4.4,110,76.43,2016,white
RS Grauburgunder 2014,Germany,Baden,Salwey,3.8,111,29.95,2014,white
Custoza 2019,Italy,Bianco di Custoza,Cavalchina,3.8,111,8.72,2019,white
15 Pinot Grigio 2018,Italy,Sdtirol - Alto Adige,Castelfeder,3.8,111,11.82,2018,white
Adrianna Vineyard White Stones Chardonnay 2017,Argentina,Mendoza,Catena Zapata,4.4,111,57.51,2017,white
Altitud Chardonnay 2016,Argentina,Tupungato,Andeluna,3.4,111,13.26,2016,white
Soave Classico 2018,Italy,Soave Classico,Lenotti,3.8,111,4.83,2018,white
Puligny-Montrachet 'Les Corves des Vignes' 2015,France,Puligny-Montrachet,Philippe Chavy,4.3,111,69.99,2015,white
Sauvignon Blanc 2018,South Africa,Western Cape,Delaire Graff,3.6,111,12.57,2018,white
Chardonnay 2018,United States,Monterey,Hess Select,3.5,111,11.9,2018,white
Kirchspiel Riesling GG 2016,Germany,Rheinhessen,Wittmann,4.1,111,47.95,2016,white
Grauburgunder Trocken vom Kalkstein 2018,Germany,Pfalz,Neiss,3.9,111,8.95,2018,white
Coleccin Torronts 2019,Argentina,Calchaqui Valley,Michel Torino,3.9,112,9.89,2019,white
Bandol Blanc 2015,France,Bandol,La Bastide Blanche,3.5,112,18.9,2015,white
Portal da Calada Reserva Vinho Verde 2019,Portugal,Vinho Verde,Salvador,3.7,112,6.54,2019,white
Rdesheimer Berg Kaisersteinfels Terrassen Riesling 2015,Germany,Rheingau,Leitz,4.0,112,25.0,2015,white
Cecu d'la Biunda Roero Arneis 2018,Italy,Roero,Monchiero Carbone,3.8,112,11.88,2018,white
Pinot Grigio 2019,Italy,Veneto,Torresella,3.9,112,6.77,2019,white
Pinot Gris Alsace Rserve Personnelle 2015,France,Alsace,Trimbach,4.0,112,33.59,2015,white
The Rhine House Collection Chardonnay 2016,United States,California,Beringer,3.6,112,16.9,2016,white
Riesling Trocken 2019,Germany,Rheinhessen,Wittmann,3.7,112,11.02,2019,white
Pessac-Lognan Blanc (Grand Cru Class de Graves) 2014,France,Pessac-Lognan,Chteau Malartic-Lagravire,4.0,112,66.0,2014,white
Riesling 2018,Germany,Mosel,Reinhard Knebel,3.9,112,10.09,2018,white
Beaujolais Blanc 2018,France,Beaujolais,Terres Dores,3.7,112,12.9,2018,white
Sauvignon Blanc 2019,South Africa,Elgin,Paul Cluver,4.1,113,9.89,2019,white
Jaraman Chardonnay 2016,Australia,South Australia,Taylors / Wakefield,3.8,113,16.77,2016,white
Nik Weis Selection Urban Riesling 2019,Germany,Mosel,St. Urbans-Hof,4.1,113,9.26,2019,white
Grillo 2018,Italy,Sicilia,Stemmari,3.3,113,5.02,2018,white
Grand Vin La Clape Blanc 2018,France,La Clape,Chteau l'Hospitalet,3.7,113,36.85,2018,white
Aulerde Riesling GG 2016,Germany,Rheinhessen,Wittmann,4.1,113,37.9,2016,white
Barbazul Blanco 2018,Spain,Cdiz,Huerta de Albala,3.7,113,9.95,2018,white
Wehlener Sonnenuhr Riesling Sptlese 2016,Germany,Wehlen,Joh. Jos. Prm,4.3,113,30.47,2016,white
Alte Reben Riesling 2018,Germany,Pfalz,Schneider,3.9,113,13.0,2018,white
Chablis 2018,France,Chablis,Louis Michel & Fils,4.0,113,23.5,2018,white
Via Colul Pietrei Sauvignon Blanc 2018,Romania,Dealu Mare,Vitis Metamorfosis,3.9,113,11.5,2018,white
Quartz Stone Chardonnay 2018,South Africa,Paarl,Glen Carlou,4.1,114,23.5,2018,white
Mushhle Riesling 2016,Germany,Pfalz,Von Winning,3.7,114,14.57,2016,white
Petit Chablis 2017,France,Petit Chablis,Domaine des Marronniers,3.9,114,13.3,2017,white
Baccaro Grillo 2018,Italy,Sicilia,Farnese,3.3,114,4.86,2018,white
Vulkangestein Riesling Trocken 2017,Germany,Nahe,Schfer-Frhlich,3.8,114,15.1,2017,white
Varidor Riesling Trocken 2018,Germany,Mosel,Carl Loewen,3.8,114,8.9,2018,white
Weisser Burgunder 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.7,114,7.95,2017,white
Vineyard Selection Chenin Blanc (Barrel Fermented) 2019,South Africa,Stellenbosch,Kleine Zalze,3.8,114,11.25,2019,white
Vigna Santa Margherita Vernaccia di San Gimignano 2016,Italy,Vernaccia di San Gimignano,Panizzi,3.9,114,20.32,2016,white
Chenin Blanc 2019,South Africa,Stellenbosch,Neethlingshof Estate,3.7,114,10.91,2019,white
Schaapenberg Vineyard Reserve Sauvignon Blanc 2017,South Africa,Stellenbosch,Vergelegen,3.8,115,19.95,2017,white
Rserve Languedoc Blanc 2018,France,Languedoc,Paul Mas,3.8,115,8.76,2018,white
The Young Airhawk 2016,South Africa,Coastal Region,Nederburg,3.7,115,18.42,2016,white
Thauvenay Sancerre Blanc 2014,France,Sancerre,Domaine Masson-Blondelet,3.9,115,15.5,2014,white
Drouhin - Vaudon Chablis 2018,France,Chablis,Joseph Drouhin,3.7,115,17.07,2018,white
Springvale Riesling 2018,Australia,Clare Valley,Grosset,3.9,115,29.9,2018,white
Deidesheimer Kalkofen GG 2016,Germany,Pfalz,Von Winning,4.2,115,32.12,2016,white
Sauvignon Blanc 2017,Italy,Sdtirol - Alto Adige,Alois Lageder,3.7,116,11.9,2017,white
Sauvignon Blanc 2019,Chile,Central Valley,Valdivieso,3.5,116,7.75,2019,white
Metis Pascal Jolivet Sauvignon Blanc 2017,South Africa,Constantia,Klein Constantia,3.9,116,21.0,2017,white
Chablis 2018,France,Chablis,Gerard Tremblay,3.6,116,13.91,2018,white
Anas-Ctta Langhe Nascetta di Novello 2018,Italy,Langhe,Elvio Cogno,3.7,116,18.9,2018,white
Villa Angela Falerio Pecorino 2018,Italy,Falerio Pecorino,Velenosi,3.5,116,8.24,2018,white
Chablis 1er Cru 'Cte de Lechet' 2018,France,Chablis 1er Cru 'Cte de Lechet',Bernard Defaix,4.1,116,24.9,2018,white
Chardonnay 2017,United States,California,Redwood Creek,3.4,116,7.65,2017,white
Riesling 2017,Germany,Pfalz,Schneider,3.8,116,24.5,2017,white
Sons de Prades Vinyes de Milmanda 2016,Spain,Conca de Barber,Torres,4.0,116,36.56,2016,white
Chardonnay 2016,New Zealand,Hawke's Bay,Elephant Hill,3.7,116,19.5,2016,white
Riesling Terrassen 2018,Austria,Kamptal,Weingut Brndlmayer,3.8,116,15.25,2018,white
Cortese Piemonte 2018,Italy,Piemonte,Araldica,3.4,116,6.3,2018,white
Sauvignon Gris 2018,New Zealand,Marlborough,Brancott Estate,4.0,117,9.28,2018,white
Tannenberg Sauvignon Blanc 2016,Italy,Sdtirol - Alto Adige,Manincor,3.9,117,23.4,2016,white
Sauvignon 2019,Italy,Sdtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.8,117,9.9,2019,white
Rohstoff Chardonnay 2017,Austria,Burgenland,Hannes Reeh,4.1,117,15.2,2017,white
The First Lady Sauvignon Blanc 2019,South Africa,Stellenbosch,Warwick,3.6,117,8.49,2019,white
Pinot Grigio 2017,Italy,Sdtirol - Alto Adige,Kettmeir,3.9,117,12.99,2017,white
Serego Alighieri Possessioni Bianco Veneto 2018,Italy,Veneto,Masi,3.6,117,11.92,2018,white
Grner Veltliner HAID Weinviertel DAC 2018,Austria,Weinviertel,Weingut R&A Pfaffl,3.9,117,10.93,2018,white
Graacher Himmelreich Riesling Sptlese 2015,Germany,Graach,Joh. Jos. Prm,4.2,117,25.84,2015,white
Fass 4 2019,Austria,Wagram,Bernhard Ott,4.1,117,15.8,2019,white
Laurens Campher 2014,South Africa,Stellenbosch,Muratie,3.9,117,15.95,2014,white
Riesling Trocken 2017,Germany,Nahe,Emrich-Schnleber,3.8,118,9.95,2017,white
Riesling (Petracine) Langhe 2018,Italy,Langhe,G.D. Vajra,3.9,118,37.9,2018,white
Otto Soave 2019,Italy,Soave,Pr,4.0,118,9.45,2019,white
Private Bin Chardonnay 2018,New Zealand,North Island,Villa Maria,3.3,118,11.04,2018,white
Wildcard Chardonnay (Unoaked) 2017,Australia,South Australia,Peter Lehmann,3.2,118,7.5,2017,white
Barrel Fermented Chardonnay 2018,South Africa,Franschhoek,Holden Manz,4.2,119,27.5,2018,white
Atrium Chardonnay 2018,Spain,Peneds,Torres,3.6,119,11.35,2018,white
Il Fiore 2015,Italy,Langhe,Braida,3.6,119,11.43,2015,white
Contea di Sclafani Nozze d'Oro Regaleali 2017,Italy,Contea di Sclafani,Tasca d'Almerita,4.0,119,15.42,2017,white
Rotschiefer Riesling Kabinett 2017,Germany,Mosel,Van Volxem,3.9,119,12.5,2017,white
Esprit de Tablas Blanc 2014,United States,Paso Robles,Tablas Creek Vineyard,4.1,119,49.0,2014,white
Grner Veltliner Smaragd Axpoint 2017,Austria,Wachau,Domne Wachau,4.1,119,21.9,2017,white
Vire-Cless 2017,France,Vir-Cless,Les Hritiers du Comte Lafon,4.0,119,29.9,2017,white
Gavi 2017,Italy,Gavi,Scanavino,3.3,119,9.49,2017,white
The Glass Collection Unwooded Chardonnay 2019,South Africa,Stellenbosch,Glenelly,3.4,119,11.65,2019,white
Villa Margon Chardonnay 2017,Italy,Trentino,Tenuta Margon,3.9,119,17.79,2017,white
Sauvignon Blanc 2018,South Africa,Walker Bay,Bouchard Finlayson,3.7,119,13.5,2018,white
Single Vineyard Sauvignon Blanc 2017,Chile,Casablanca Valley,Errazuriz,3.5,119,13.5,2017,white
